" Frame3DD version: 20140514+               http://frame3dd.sf.net/"
"GPL Copyright (C) 1992-2015, Henri P. Gavin "
"Frame3DD is distributed in the hope that it will be useful but with no warranty."
"For details see the GNU Public Licence: http://www.fsf.org/copyleft/gpl.html"
"  Example A: linear static analysis of a 2D truss with support settlement (kips in)               "
" Sun Nov  1 22:45:12 2015
 "
" .CSV formatted results of Frame3DD analysis "

 , Load Case , Displacements , End Forces , Reactions , Internal Forces 
 First Row , 1 , 19 , 33 , 77  , 93  
 Last Row , 1 , 30 , 74 , 88 , 134 
 First Row , 2 , 140 , 154 , 198  , 214  
 Last Row , 2 , 151 , 195 , 209 , 255 

"L O A D   C A S E   1   O F   2  ... "

"N O D E   D I S P L A C E M E N T S    (global)"
Node  ,  X-dsp   ,   Y-dsp  ,    Z-dsp ,     X-rot  ,    Y-rot   ,   Z-rot
     1,    0.0,        0.0,        0.0,        0.0,        0.0,     -1.34548e-03,
     2,  1.17446e-02, -1.63879e-01,    0.0,        0.0,        0.0,     -1.03667e-03,
     3,  3.60368e-02, -2.84156e-01,    0.0,        0.0,        0.0,     -5.76588e-04,
     4,  6.03290e-02, -3.15889e-01,    0.0,        0.0,        0.0,      2.26743e-05,
     5,  8.48889e-02, -2.79500e-01,    0.0,        0.0,        0.0,      5.41241e-04,
     6,  1.09449e-01, -1.74012e-01,    0.0,        0.0,        0.0,      1.02138e-03,
     7,  1.25867e-01,    0.0,        0.0,        0.0,        0.0,      1.47867e-03,
     8,  1.00000e-01, -1.47194e-01,    0.0,        0.0,        0.0,     -9.21316e-04,
     9,  8.82554e-02, -2.75880e-01,    0.0,        0.0,        0.0,     -6.32175e-04,
    10,  5.96914e-02, -3.15889e-01,    0.0,        0.0,        0.0,      6.48785e-06,
    11,  3.11274e-02, -2.75362e-01,    0.0,        0.0,        0.0,      5.99464e-04,
    12,  1.47095e-02, -1.57594e-01,    0.0,        0.0,        0.0,      9.27504e-04,
"F R A M E   E L E M E N T   E N D   F O R C E S  (local)"
Elmnt , Node  ,    Nx     ,    Vy   ,     Vz   ,     Txx   ,    Myy  ,     Mzz
     1,     1, -2.83827e+01,      0.0,       0.0,       0.0,       0.0,   1.78522e-03,
     1,     2,  2.83827e+01,      0.0,       0.0,       0.0,       0.0,   3.27778e-03,
     2,     2, -5.87061e+01,      0.0,       0.0,       0.0,       0.0,   1.72541e-03,
     2,     3,  5.87061e+01,      0.0,       0.0,       0.0,       0.0,   3.94915e-03,
     3,     3, -5.87062e+01,      0.0,       0.0,       0.0,       0.0,  -1.62970e-03,
     3,     4,  5.87062e+01,      0.0,       0.0,       0.0,       0.0,   1.26674e-03,
     4,     4, -5.93531e+01,      0.0,       0.0,       0.0,       0.0,  -1.56181e-03,
     4,     5,  5.93531e+01,      0.0,       0.0,       0.0,       0.0,   9.44591e-04,
     5,     5, -5.93531e+01,      0.0,       0.0,       0.0,       0.0,  -2.57782e-03,
     5,     6,  5.93531e+01,      0.0,       0.0,       0.0,       0.0,  -2.57119e-04,
     6,     6, -3.96765e+01,      0.0,       0.0,       0.0,       0.0,  -4.00610e-03,
     6,     7,  3.96765e+01,      0.0,       0.0,       0.0,       0.0,  -1.79587e-03,
     7,     1,  5.70259e+01,      0.0,       0.0,       0.0,       0.0,  -1.78522e-03,
     7,     8, -5.70259e+01,      0.0,       0.0,       0.0,       0.0,  -3.35574e-04,
     8,     2, -4.03233e+01,      0.0,       0.0,       0.0,       0.0,  -3.81000e-03,
     8,     8,  4.03233e+01,      0.0,       0.0,       0.0,       0.0,  -3.25244e-03,
     9,     2,  4.28837e+01,      0.0,       0.0,       0.0,       0.0,  -1.19320e-03,
     9,     9, -4.28837e+01,      0.0,       0.0,       0.0,       0.0,   1.89245e-04,
    10,     3, -1.99999e+01,      0.0,       0.0,       0.0,       0.0,  -2.31945e-03,
    10,     9,  1.99999e+01,      0.0,       0.0,       0.0,       0.0,  -2.58812e-03,
    11,     4, -1.45996e+01,      0.0,       0.0,       0.0,       0.0,   8.96676e-04,
    11,     9,  1.45996e+01,      0.0,       0.0,       0.0,       0.0,  -1.34139e-03,
    12,     4,      0.0,        0.0,       0.0,       0.0,       0.0,   1.73501e-04,
    12,    10,      0.0,        0.0,       0.0,       0.0,       0.0,       0.0, 
    13,     4, -1.36847e+01,      0.0,       0.0,       0.0,       0.0,  -7.75104e-04,
    13,    11,  1.36847e+01,      0.0,       0.0,       0.0,       0.0,   1.19618e-03,
    14,     5, -9.99998e+00,      0.0,       0.0,       0.0,       0.0,   1.63323e-03,
    14,    11,  9.99998e+00,      0.0,       0.0,       0.0,       0.0,   1.91464e-03,
    15,     6,  2.78267e+01,      0.0,       0.0,       0.0,       0.0,   1.35456e-03,
    15,    11, -2.78267e+01,      0.0,       0.0,       0.0,       0.0,       0.0, 
    16,     6, -3.96765e+01,      0.0,       0.0,       0.0,       0.0,   2.90866e-03,
    16,    12,  3.96765e+01,      0.0,       0.0,       0.0,       0.0,   2.45490e-03,
    17,     7,  5.61111e+01,      0.0,       0.0,       0.0,       0.0,   1.79587e-03,
    17,    12, -5.61111e+01,      0.0,       0.0,       0.0,       0.0,       0.0, 
    18,     8,  2.83828e+01,      0.0,       0.0,       0.0,       0.0,   3.58802e-03,
    18,     9, -2.83828e+01,      0.0,       0.0,       0.0,       0.0,   4.98554e-03,
    19,     9,  6.90296e+01,      0.0,       0.0,       0.0,       0.0,  -1.24527e-03,
    19,    10, -6.90296e+01,      0.0,       0.0,       0.0,       0.0,   1.84160e-03,
    20,    10,  6.90296e+01,      0.0,       0.0,       0.0,       0.0,  -1.93687e-03,
    20,    11, -6.90296e+01,      0.0,       0.0,       0.0,       0.0,   9.29187e-04,
    21,    11,  3.96766e+01,      0.0,       0.0,       0.0,       0.0,  -3.95257e-03,
    21,    12, -3.96766e+01,      0.0,       0.0,       0.0,       0.0,  -2.36705e-03,
"R E A C T I O N S  (global)"
 Node   ,    Fx      ,   Fy   ,      Fz   ,     Mxx    ,    Myy    ,    Mzz
     1,  1.19407e+01,  4.03234e+01,  0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     2,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     3,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     4,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     5,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     6,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     7,       0.0,   3.96766e+01,  0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     8, -1.19407e+01,       0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     9,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    10,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    11,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    12,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
"R M S    R E L A T I V E    E Q U I L I B R I U M    E R R O R:", 7.278e-15

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",     28.383,      -0.000,      0.000,      0.000,      0.000,      0.003
     1, "min",     28.383,      -0.000,      0.000,      0.000,      0.000,     -0.002
     2, "max",     58.706,      -0.000,      0.000,      0.000,      0.000,      0.004
     2, "min",     58.706,      -0.000,      0.000,      0.000,      0.000,     -0.002
     3, "max",     58.706,       0.000,      0.000,      0.000,      0.000,      0.002
     3, "min",     58.706,       0.000,      0.000,      0.000,      0.000,      0.001
     4, "max",     59.353,       0.000,      0.000,      0.000,      0.000,      0.002
     4, "min",     59.353,       0.000,      0.000,      0.000,      0.000,      0.001
     5, "max",     59.353,       0.000,      0.000,      0.000,      0.000,      0.003
     5, "min",     59.353,       0.000,      0.000,      0.000,      0.000,     -0.000
     6, "max",     39.677,       0.000,      0.000,      0.000,      0.000,      0.004
     6, "min",     39.677,       0.000,      0.000,      0.000,      0.000,     -0.002
     7, "max",    -57.026,       0.000,      0.000,      0.000,      0.000,      0.002
     7, "min",    -57.026,       0.000,      0.000,      0.000,      0.000,     -0.000
     8, "max",     40.323,       0.000,      0.000,      0.000,      0.000,      0.004
     8, "min",     40.323,       0.000,      0.000,      0.000,      0.000,     -0.003
     9, "max",    -42.884,       0.000,      0.000,      0.000,      0.000,      0.001
     9, "min",    -42.884,       0.000,      0.000,      0.000,      0.000,      0.000
    10, "max",     20.000,       0.000,      0.000,      0.000,      0.000,      0.002
    10, "min",     20.000,       0.000,      0.000,      0.000,      0.000,     -0.003
    11, "max",     14.600,       0.000,     -0.000,      0.000,      0.000,     -0.001
    11, "min",     14.600,       0.000,     -0.000,      0.000,      0.000,     -0.001
    12, "max",      0.000,      -0.000,      0.000,      0.000,      0.000,      0.000
    12, "min",      0.000,      -0.000,      0.000,      0.000,      0.000,     -0.000
    13, "max",     13.685,      -0.000,      0.000,      0.000,      0.000,      0.001
    13, "min",     13.685,      -0.000,      0.000,      0.000,      0.000,      0.001
    14, "max",     10.000,      -0.000,      0.000,      0.000,      0.000,      0.002
    14, "min",     10.000,      -0.000,      0.000,      0.000,      0.000,     -0.002
    15, "max",    -27.827,      -0.000,      0.000,      0.000,      0.000,     -0.000
    15, "min",    -27.827,      -0.000,      0.000,      0.000,      0.000,     -0.001
    16, "max",     39.676,      -0.000,      0.000,      0.000,      0.000,      0.002
    16, "min",     39.676,      -0.000,      0.000,      0.000,      0.000,     -0.003
    17, "max",    -56.111,      -0.000,      0.000,      0.000,      0.000,     -0.000
    17, "min",    -56.111,      -0.000,      0.000,      0.000,      0.000,     -0.002
    18, "max",    -28.383,      -0.000,      0.000,      0.000,      0.000,      0.005
    18, "min",    -28.383,      -0.000,      0.000,      0.000,      0.000,     -0.004
    19, "max",    -69.030,      -0.000,      0.000,      0.000,      0.000,      0.002
    19, "min",    -69.030,      -0.000,      0.000,      0.000,      0.000,      0.001
    20, "max",    -69.030,       0.000,      0.000,      0.000,      0.000,      0.002
    20, "min",    -69.030,       0.000,      0.000,      0.000,      0.000,      0.001
    21, "max",    -39.677,       0.000,      0.000,      0.000,      0.000,      0.004
    21, "min",    -39.677,       0.000,      0.000,      0.000,      0.000,     -0.002

"L O A D   C A S E   2   O F   2  ... "

"N O D E   D I S P L A C E M E N T S    (global)"
Node  ,  X-dsp   ,   Y-dsp  ,    Z-dsp ,     X-rot  ,    Y-rot   ,   Z-rot
     1,    0.0,     -1.00000e+00,    0.0,        0.0,        0.0,     -8.23130e-04,
     2,  7.29336e-02, -1.06000e+00,    0.0,        0.0,        0.0,     -9.17925e-05,
     3,  1.35418e-01, -1.00527e+00,    0.0,        0.0,        0.0,      8.99330e-04,
     4,  1.89627e-01, -8.33841e-01,    0.0,        0.0,        0.0,      1.62214e-03,
     5,  2.18801e-01, -5.99724e-01,    0.0,        0.0,        0.0,      2.10898e-03,
     6,  2.39698e-01, -3.15535e-01,    0.0,        0.0,        0.0,      2.39998e-03,
     7,  2.50147e-01,    0.0,        0.0,        0.0,        0.0,      2.62311e-03,
     8,  1.00000e-01, -1.07045e+00,    0.0,        0.0,        0.0,     -1.47576e-04,
     9,  4.77561e-02, -1.00527e+00,    0.0,        0.0,        0.0,      9.19135e-04,
    10,  1.64097e-02, -8.33841e-01,    0.0,        0.0,        0.0,      1.63377e-03,
    11, -1.49367e-02, -5.99724e-01,    0.0,        0.0,        0.0,      2.12512e-03,
    12, -2.53855e-02, -3.05086e-01,    0.0,        0.0,        0.0,      2.35401e-03,
"F R A M E   E L E M E N T   E N D   F O R C E S  (local)"
Elmnt , Node  ,    Nx     ,    Vy   ,     Vz   ,     Txx   ,    Myy  ,     Mzz
     1,     1, -1.76256e+02,      0.0,       0.0,       0.0,       0.0,  -1.15088e-03,
     1,     2,  1.76256e+02,      0.0,       0.0,       0.0,       0.0,   2.38391e-03,
     2,     2, -1.51005e+02,      0.0,       0.0,       0.0,       0.0,  -3.15391e-03,
     2,     3,  1.51005e+02,      0.0,       0.0,       0.0,       0.0,   1.63651e-03,
     3,     3, -1.31005e+02,      0.0,       0.0,       0.0,       0.0,  -4.17998e-03,
     3,     4,  1.31005e+02,      0.0,       0.0,       0.0,       0.0,  -6.86410e-04,
     4,     4, -7.05025e+01,      0.0,       0.0,       0.0,       0.0,  -2.41518e-03,
     4,     5,  7.05025e+01,      0.0,       0.0,       0.0,       0.0,       0.0, 
     5,     5, -5.05025e+01,      0.0,       0.0,       0.0,       0.0,  -2.35278e-03,
     5,     6,  5.05025e+01,      0.0,       0.0,       0.0,       0.0,  -9.46249e-04,
     6,     6, -2.52512e+01,      0.0,       0.0,       0.0,       0.0,  -2.24897e-03,
     6,     7,  2.52512e+01,      0.0,       0.0,       0.0,       0.0,  -1.17052e-03,
     7,     1, -3.57107e+01,      0.0,       0.0,       0.0,       0.0,   1.15088e-03,
     7,     8,  3.57107e+01,      0.0,       0.0,       0.0,       0.0,   3.45971e-03,
     8,     2,  2.52512e+01,      0.0,       0.0,       0.0,       0.0,   1.66991e-03,
     8,     8, -2.52512e+01,      0.0,       0.0,       0.0,       0.0,   1.40029e-03,
     9,     2, -3.57106e+01,      0.0,       0.0,       0.0,       0.0,  -8.99908e-04,
     9,     9,  3.57106e+01,      0.0,       0.0,       0.0,       0.0,   2.55512e-03,
    10,     3,      0.0,        0.0,       0.0,       0.0,       0.0,   2.54347e-03,
    10,     9,      0.0,        0.0,       0.0,       0.0,       0.0,   2.63919e-03,
    11,     4,  3.57106e+01,      0.0,       0.0,       0.0,       0.0,   8.44879e-04,
    11,     9, -3.57106e+01,      0.0,       0.0,       0.0,       0.0,  -1.55776e-03,
    12,     4,      0.0,        0.0,       0.0,       0.0,       0.0,   2.64674e-03,
    12,    10,      0.0,        0.0,       0.0,       0.0,       0.0,   2.70296e-03,
    13,     4, -3.57106e+01,      0.0,       0.0,       0.0,       0.0,  -3.90033e-04,
    13,    11,  3.57106e+01,      0.0,       0.0,       0.0,       0.0,   1.32901e-03,
    14,     5,      0.0,        0.0,       0.0,       0.0,       0.0,   2.41491e-03,
    14,    11,      0.0,        0.0,       0.0,       0.0,       0.0,   2.49297e-03,
    15,     6,  3.57106e+01,      0.0,       0.0,       0.0,       0.0,   6.48650e-04,
    15,    11, -3.57106e+01,      0.0,       0.0,       0.0,       0.0,  -2.90727e-04,
    16,     6, -2.52512e+01,      0.0,       0.0,       0.0,       0.0,   2.54656e-03,
    16,    12,  2.52512e+01,      0.0,       0.0,       0.0,       0.0,   2.32436e-03,
    17,     7,  3.57106e+01,      0.0,       0.0,       0.0,       0.0,   1.17052e-03,
    17,    12, -3.57106e+01,      0.0,       0.0,       0.0,       0.0,   2.50817e-04,
    18,     8,  1.26256e+02,      0.0,       0.0,       0.0,       0.0,  -4.86000e-03,
    18,     9, -1.26256e+02,      0.0,       0.0,       0.0,       0.0,   2.95773e-04,
    19,     9,  7.57538e+01,      0.0,       0.0,       0.0,       0.0,  -3.93232e-03,
    19,    10, -7.57538e+01,      0.0,       0.0,       0.0,       0.0,  -4.78260e-04,
    20,    10,  7.57537e+01,      0.0,       0.0,       0.0,       0.0,  -2.22470e-03,
    20,    11, -7.57537e+01,      0.0,       0.0,       0.0,       0.0,   1.50191e-04,
    21,    11,  2.52513e+01,      0.0,       0.0,       0.0,       0.0,  -3.68144e-03,
    21,    12, -2.52513e+01,      0.0,       0.0,       0.0,       0.0,  -2.57517e-03,
"R E A C T I O N S  (global)"
 Node   ,    Fx      ,   Fy   ,      Fz   ,     Mxx    ,    Myy    ,    Mzz
     1, -2.01508e+02, -2.52513e+01,  0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     2,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     3,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     4,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     5,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     6,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     7,       0.0,   2.52513e+01,  0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     8,  1.51508e+02,       0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
     9,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    10,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    11,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
    12,       0.0,        0.0,   0.00000e+00,  0.00000e+00,  0.00000e+00,       0.0, 
"R M S    R E L A T I V E    E Q U I L I B R I U M    E R R O R:", 2.625e-14

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",    176.256,      -0.000,      0.000,      0.000,      0.000,      0.002
     1, "min",    176.256,      -0.000,      0.000,      0.000,      0.000,      0.001
     2, "max",    151.005,       0.000,      0.000,      0.000,      0.000,      0.003
     2, "min",    151.005,       0.000,      0.000,      0.000,      0.000,      0.002
     3, "max",    131.005,       0.000,      0.000,      0.000,      0.000,      0.004
     3, "min",    131.005,       0.000,      0.000,      0.000,      0.000,     -0.001
     4, "max",     70.503,       0.000,      0.000,      0.000,      0.000,      0.002
     4, "min",     70.503,       0.000,      0.000,      0.000,      0.000,     -0.000
     5, "max",     50.502,       0.000,      0.000,      0.000,      0.000,      0.002
     5, "min",     50.502,       0.000,      0.000,      0.000,      0.000,     -0.001
     6, "max",     25.251,       0.000,      0.000,      0.000,      0.000,      0.002
     6, "min",     25.251,       0.000,      0.000,      0.000,      0.000,     -0.001
     7, "max",     35.711,      -0.000,      0.000,      0.000,      0.000,      0.003
     7, "min",     35.711,      -0.000,      0.000,      0.000,      0.000,     -0.001
     8, "max",    -25.251,      -0.000,      0.000,      0.000,      0.000,      0.001
     8, "min",    -25.251,      -0.000,      0.000,      0.000,      0.000,     -0.002
